CustomerID,Frequency,Monetary,Total_Items,Unique_Products,Country,Avg_Transaction_Value,LastPurchaseDate,FirstPurchaseDate,Customer_Lifetime_Days,Recency,R_score,F_score,M_score,RFM_Score
13594.0,1,396.97,359,26,UNITED KINGDOM,396.97,2011-10-18,2011-10-18,0,4875,3,4,3,343
13596.0,2,586.91,376,126,UNITED KINGDOM,293.45,2011-12-04,2011-11-27,7,4828,1,4,2,142
13598.0,1,113.94,48,31,UNITED KINGDOM,113.94,2011-10-23,2011-10-23,0,4870,2,4,4,244
13599.0,21,2675.37,2064,142,UNITED KINGDOM,127.40,2011-12-08,2010-12-08,365,4823,1,4,1,141
13600.0,1,66.52,64,10,UNITED KINGDOM,66.52,2011-01-31,2011-01-31,0,5135,4,4,4,444
13601.0,2,663.08,476,88,UNITED KINGDOM,331.54,2011-10-25,2011-05-12,166,4867,2,4,2,242
13602.0,1,398.65,219,22,UNITED KINGDOM,398.65,2011-10-06,2011-10-06,0,4887,3,4,3,343
13603.0,1,129.44,160,25,UNITED KINGDOM,129.44,2011-11-13,2011-11-13,0,4848,2,4,4,244
13606.0,2,148.43,124,34,UNITED KINGDOM,74.22,2011-11-10,2011-04-10,214,4851,2,4,4,244
13607.0,1,563.06,276,86,UNITED KINGDOM,563.06,2011-10-30,2011-10-30,0,4862,2,4,2,242
13610.0,7,850.48,462,145,UNITED KINGDOM,121.50,2011-11-27,2011-02-27,273,4835,1,4,2,142
13611.0,3,956.76,582,62,UNITED KINGDOM,318.92,2011-09-11,2010-12-15,270,4912,3,4,2,342
13614.0,4,1060.36,517,150,UNITED KINGDOM,265.09,2011-11-15,2011-01-13,306,4847,2,4,1,241
13615.0,1,345.33,161,20,UNITED KINGDOM,345.33,2011-01-25,2011-01-25,0,5141,4,4,3,443
13617.0,3,444.04,216,27,UNITED KINGDOM,148.01,2011-10-30,2011-06-12,140,4863,2,4,2,242
13618.0,1,154.54,162,11,UNITED KINGDOM,154.54,2011-06-19,2011-06-19,0,4996,4,4,4,444
13621.0,1,209.85,243,18,UNITED KINGDOM,209.85,2011-08-15,2011-08-15,0,4939,3,4,3,343
13623.0,5,384.76,227,64,UNITED KINGDOM,76.95,2011-11-09,2011-02-15,266,4853,2,4,3,243
13626.0,1,241.33,207,18,UNITED KINGDOM,241.33,2011-04-01,2011-04-01,0,5075,4,4,3,443
13627.0,5,1164.23,859,70,UNITED KINGDOM,232.85,2011-10-11,2010-12-17,298,4882,3,4,1,341
13629.0,1,281.01,217,18,UNITED KINGDOM,281.01,2011-07-20,2011-07-20,0,4965,3,4,3,343
13630.0,7,787.74,511,44,UNITED KINGDOM,112.53,2011-12-04,2011-02-27,280,4828,1,4,2,142
13632.0,5,1711.27,821,106,UNITED KINGDOM,342.25,2011-11-15,2011-04-10,218,4847,2,4,1,241
13634.0,5,1090.71,630,137,UNITED KINGDOM,218.14,2011-11-06,2011-01-16,293,4856,2,4,1,241
13635.0,1,986.43,667,59,UNITED KINGDOM,986.43,2011-10-03,2011-10-03,0,4890,3,4,1,341
13636.0,5,720.83,535,48,UNITED KINGDOM,144.17,2011-11-03,2011-02-27,248,4859,2,4,2,242
13637.0,3,735.05,398,75,UNITED KINGDOM,245.02,2011-10-18,2011-04-27,174,4875,3,4,2,342
13638.0,1,97.14,91,7,UNITED KINGDOM,97.14,2011-11-24,2011-11-24,0,4838,1,4,4,144
13639.0,1,593.24,554,36,UNITED KINGDOM,593.24,2011-09-26,2011-09-26,0,4897,3,4,2,342
13642.0,1,226.03,143,50,UNITED KINGDOM,226.03,2011-05-08,2011-05-08,0,5038,4,4,3,443
13643.0,3,468.44,267,22,UNITED KINGDOM,156.15,2011-11-08,2011-06-07,154,4854,2,4,2,242
13644.0,4,1979.09,1327,118,UNITED KINGDOM,494.77,2011-11-23,2011-08-26,89,4839,1,4,1,141
13645.0,1,30.60,12,1,UNITED KINGDOM,30.60,2011-08-11,2011-08-11,0,4942,3,4,4,344
13647.0,4,1134.52,665,49,UNITED KINGDOM,283.63,2011-11-30,2011-04-19,225,4832,1,4,1,141
13649.0,2,250.45,126,21,UNITED KINGDOM,125.22,2011-03-28,2010-12-08,109,5079,4,4,3,443
13650.0,6,1397.49,851,68,UNITED KINGDOM,232.91,2011-11-23,2011-03-17,250,4839,1,4,1,141
13651.0,1,63.30,30,4,UNITED KINGDOM,63.30,2011-10-31,2011-10-31,0,4862,2,4,4,244
13652.0,3,1003.64,474,43,UNITED KINGDOM,334.55,2011-10-25,2010-12-06,322,4868,2,4,1,241
13654.0,6,2208.87,1542,135,UNITED KINGDOM,368.14,2011-10-27,2011-03-11,230,4865,2,4,1,241
13655.0,2,753.22,470,42,UNITED KINGDOM,376.61,2011-08-17,2011-04-12,127,4937,3,4,2,342
13656.0,2,319.79,252,43,UNITED KINGDOM,159.90,2011-06-28,2011-01-06,172,4987,4,4,3,443
13657.0,2,156.60,90,10,UNITED KINGDOM,78.30,2011-11-29,2011-05-22,190,4833,1,4,4,144
13658.0,5,1488.25,791,71,UNITED KINGDOM,297.65,2011-11-30,2011-05-19,194,4832,1,4,1,141
13659.0,2,1096.77,691,76,UNITED KINGDOM,548.38,2011-05-18,2011-01-23,115,5028,4,4,1,441
13662.0,3,647.06,477,41,UNITED KINGDOM,215.69,2011-09-15,2011-03-25,173,4908,3,4,2,342
13663.0,1,91.07,79,7,UNITED KINGDOM,91.07,2011-06-13,2011-06-13,0,5002,4,4,4,444
13666.0,3,67.65,39,10,UNITED KINGDOM,22.55,2011-10-10,2011-02-25,227,4883,3,4,4,344
13667.0,1,252.20,144,77,UNITED KINGDOM,252.20,2011-07-13,2011-07-13,0,4972,4,4,3,443
13668.0,21,4058.09,2257,247,UNITED KINGDOM,193.24,2011-12-07,2010-12-12,359,4825,1,4,1,141
13669.0,2,160.20,108,6,UNITED KINGDOM,80.10,2011-10-20,2011-07-13,98,4873,2,4,4,244
13670.0,1,333.20,280,24,UNITED KINGDOM,333.20,2011-09-25,2011-09-25,0,4898,3,4,3,343
13672.0,2,91.83,25,3,UNITED KINGDOM,45.92,2011-02-11,2011-01-11,30,5124,4,4,4,444
13673.0,2,248.29,97,43,UNITED KINGDOM,124.15,2011-11-21,2011-11-07,13,4841,2,4,3,243
13675.0,2,473.38,298,24,UNITED KINGDOM,236.69,2011-07-11,2011-02-28,133,4974,4,4,2,442
13678.0,1,72.56,104,5,UNITED KINGDOM,72.56,2011-07-11,2011-07-11,0,4974,4,4,4,444
13680.0,4,1566.33,1095,139,UNITED KINGDOM,391.58,2011-12-08,2011-01-04,337,4824,1,4,1,141
13681.0,4,713.53,306,34,UNITED KINGDOM,178.38,2011-11-22,2011-07-07,137,4840,1,4,2,142
13682.0,1,34.00,8,2,UNITED KINGDOM,34.00,2011-06-05,2011-06-05,0,5010,4,4,4,444
13684.0,1,65.13,38,29,UNITED KINGDOM,65.13,2011-02-27,2011-02-27,0,5108,4,4,4,444
13685.0,4,20.92,28,26,UNITED KINGDOM,5.23,2011-12-06,2011-10-17,50,4826,1,4,4,144
13686.0,1,72.00,70,8,UNITED KINGDOM,72.00,2011-06-10,2011-06-10,0,5005,4,4,4,444
13689.0,1,15.00,12,1,UNITED KINGDOM,15.00,2011-10-07,2011-10-07,0,4886,3,4,4,344
13690.0,1,81.60,60,6,UNITED KINGDOM,81.60,2011-10-11,2011-10-11,0,4882,3,4,4,344
13692.0,2,464.64,792,31,UNITED KINGDOM,232.32,2011-11-15,2011-04-17,211,4847,2,4,2,242
13694.0,16,663.09,627,34,UNITED KINGDOM,41.44,2011-12-06,2010-12-16,354,4826,1,4,2,142
13695.0,13,1233.97,799,39,UNITED KINGDOM,94.92,2011-11-08,2011-03-25,228,4854,2,4,1,241
13697.0,1,151.30,177,12,UNITED KINGDOM,151.30,2011-11-01,2011-11-01,0,4861,2,4,4,244
13699.0,1,70.08,36,4,UNITED KINGDOM,70.08,2011-07-07,2011-07-07,0,4977,4,4,4,444
13700.0,10,1439.93,1532,136,UNITED KINGDOM,143.99,2011-11-13,2011-01-16,300,4849,2,4,1,241
13704.0,9,1738.60,1323,92,UNITED KINGDOM,193.18,2011-12-04,2011-09-12,83,4828,1,4,1,141
13705.0,3,433.38,318,23,UNITED KINGDOM,144.46,2011-12-02,2010-12-01,366,4830,1,4,2,142
13706.0,1,290.89,187,19,UNITED KINGDOM,290.89,2011-02-10,2011-02-10,0,5125,4,4,3,443
13707.0,2,581.36,290,40,UNITED KINGDOM,290.68,2011-03-17,2011-01-28,48,5089,4,4,2,442
13708.0,1,260.46,252,47,UNITED KINGDOM,260.46,2011-03-13,2011-03-13,0,5094,4,4,3,443
13709.0,12,4256.48,2808,204,UNITED KINGDOM,354.71,2011-12-06,2011-01-28,311,4826,1,4,1,141
13710.0,1,94.56,96,6,UNITED KINGDOM,94.56,2011-11-08,2011-11-08,0,4854,2,4,4,244
13711.0,2,232.16,138,10,UNITED KINGDOM,116.08,2011-05-05,2011-05-05,0,5041,4,4,3,443
13712.0,1,88.20,60,6,UNITED KINGDOM,88.20,2011-04-07,2011-04-07,0,5069,4,4,4,444
13715.0,5,1016.25,524,86,UNITED KINGDOM,203.25,2011-03-03,2010-12-02,91,5103,4,4,1,441
13716.0,1,138.28,138,21,UNITED KINGDOM,138.28,2011-03-15,2011-03-15,0,5092,4,4,4,444
13717.0,6,1088.32,1080,76,UNITED KINGDOM,181.39,2011-11-07,2011-02-14,266,4855,2,4,1,241
13718.0,2,130.80,44,6,UNITED KINGDOM,65.40,2011-04-07,2011-02-17,49,5069,4,4,4,444
13719.0,5,855.41,447,50,UNITED KINGDOM,171.08,2011-11-24,2011-04-19,219,4838,1,4,2,142
13720.0,4,685.80,354,40,UNITED KINGDOM,171.45,2011-08-15,2011-03-30,138,4939,3,4,2,342
13721.0,1,431.34,286,24,UNITED KINGDOM,431.34,2011-11-03,2011-11-03,0,4859,2,4,2,242
13722.0,3,1203.88,886,56,UNITED KINGDOM,401.29,2011-07-31,2011-03-02,151,4954,3,4,1,341
13723.0,1,102.90,22,4,UNITED KINGDOM,102.90,2011-05-06,2011-05-06,0,5039,4,4,4,444
13725.0,7,1203.52,642,75,UNITED KINGDOM,171.93,2011-10-21,2011-02-04,258,4872,2,4,1,241
13726.0,2,429.12,540,34,UNITED KINGDOM,214.56,2011-11-01,2011-08-31,61,4861,2,4,2,242
13727.0,2,285.78,156,18,UNITED KINGDOM,142.89,2011-11-11,2011-11-06,4,4851,2,4,3,243
13728.0,6,437.44,388,23,UNITED KINGDOM,72.91,2011-11-03,2011-02-02,273,4859,2,4,2,242
13730.0,2,482.95,421,30,UNITED KINGDOM,241.47,2011-07-27,2011-07-01,25,4958,3,4,2,342
13731.0,2,511.59,270,30,UNITED KINGDOM,255.80,2011-05-04,2011-04-07,27,5042,4,4,2,442
13732.0,1,491.86,498,33,UNITED KINGDOM,491.86,2011-11-11,2011-11-11,0,4851,2,4,2,242
13735.0,4,1782.84,967,132,UNITED KINGDOM,445.71,2011-11-15,2011-04-19,209,4847,2,4,1,241
13736.0,2,563.95,482,156,UNITED KINGDOM,281.98,2011-12-04,2011-03-24,255,4828,1,4,2,142
13737.0,1,146.05,64,21,UNITED KINGDOM,146.05,2011-05-23,2011-05-23,0,5022,4,4,4,444
13740.0,1,234.71,205,17,UNITED KINGDOM,234.71,2011-04-13,2011-04-13,0,5063,4,4,3,443
13741.0,3,405.63,190,23,UNITED KINGDOM,135.21,2011-09-29,2011-05-06,145,4894,3,4,2,342
13742.0,12,1809.91,896,168,UNITED KINGDOM,150.83,2011-11-23,2011-01-23,303,4839,1,4,1,141
13743.0,7,409.20,312,5,UNITED KINGDOM,58.46,2011-12-07,2011-03-25,256,4825,1,4,2,142
13744.0,2,876.66,828,45,UNITED KINGDOM,438.33,2011-09-05,2011-02-20,197,4918,3,4,2,342
13745.0,1,241.36,388,22,UNITED KINGDOM,241.36,2011-06-30,2011-06-30,0,4984,4,4,3,443
13748.0,4,328.70,230,19,UNITED KINGDOM,82.17,2011-09-05,2011-04-07,150,4918,3,4,3,343
13750.0,3,162.32,66,9,UNITED KINGDOM,54.11,2011-10-17,2011-02-16,243,4876,3,4,4,344
13751.0,1,75.60,45,6,UNITED KINGDOM,75.60,2011-02-24,2011-02-24,0,5111,4,4,4,444
13752.0,6,665.64,451,56,UNITED KINGDOM,110.94,2011-08-07,2011-04-07,122,4947,3,4,2,342
13753.0,1,536.06,448,31,UNITED KINGDOM,536.06,2011-02-25,2011-02-25,0,5110,4,4,2,442
13754.0,2,129.60,90,7,UNITED KINGDOM,64.80,2011-07-11,2011-01-26,165,4974,4,4,4,444
13755.0,8,1525.66,919,208,UNITED KINGDOM,190.71,2011-12-06,2011-10-07,59,4826,1,4,1,141
13756.0,12,1663.16,866,52,UNITED KINGDOM,138.60,2011-12-07,2010-12-14,358,4824,1,4,1,141
13758.0,7,1473.74,727,77,UNITED KINGDOM,210.53,2011-11-28,2010-12-01,361,4834,1,4,1,141
13759.0,1,340.59,213,20,UNITED KINGDOM,340.59,2011-09-29,2011-09-29,0,4894,3,4,3,343
13760.0,2,286.79,197,50,UNITED KINGDOM,143.40,2011-10-16,2011-03-28,202,4876,3,4,3,343
13761.0,2,974.65,630,62,UNITED KINGDOM,487.32,2011-10-20,2011-06-13,129,4873,2,4,1,241
13762.0,1,133.20,104,5,UNITED KINGDOM,133.20,2011-05-05,2011-05-05,0,5041,4,4,4,444
13764.0,3,1350.62,907,168,UNITED KINGDOM,450.21,2011-09-30,2011-01-06,266,4893,3,4,1,341
13767.0,32,4843.16,2432,40,UNITED KINGDOM,151.35,2011-12-07,2010-12-01,371,4825,1,4,1,141
13769.0,10,1946.31,887,59,UNITED KINGDOM,194.63,2011-12-07,2010-12-07,365,4825,1,4,1,141
13771.0,4,1732.90,1062,93,UNITED KINGDOM,433.23,2011-10-06,2011-04-06,182,4887,3,4,1,341
13772.0,3,849.28,482,129,UNITED KINGDOM,283.09,2011-11-06,2011-04-14,205,4856,2,4,2,242
13774.0,1,314.15,189,20,UNITED KINGDOM,314.15,2011-09-19,2011-09-19,0,4904,3,4,3,343
13777.0,17,1305.59,881,24,UNITED KINGDOM,76.80,2011-12-01,2010-12-01,364,4831,1,4,1,141
13778.0,1,178.70,70,9,UNITED KINGDOM,178.70,2011-08-28,2011-08-28,0,4926,3,4,3,343
13780.0,2,247.31,160,53,UNITED KINGDOM,123.66,2011-12-02,2011-06-22,163,4830,1,4,3,143
13781.0,1,68.54,24,13,UNITED KINGDOM,68.54,2011-04-03,2011-04-03,0,5073,4,4,4,444
13782.0,6,763.42,324,87,UNITED KINGDOM,127.24,2011-11-27,2011-01-16,315,4835,1,4,2,142
13784.0,3,126.30,90,4,UNITED KINGDOM,42.10,2011-05-05,2011-01-11,113,5041,4,4,4,444
13786.0,1,109.20,96,5,UNITED KINGDOM,109.20,2010-12-07,2010-12-07,0,5190,4,4,4,444
13787.0,2,231.55,187,20,UNITED KINGDOM,115.78,2011-09-25,2010-12-10,288,4898,3,4,3,343
13790.0,1,236.84,424,37,UNITED KINGDOM,236.84,2011-12-05,2011-12-05,0,4827,1,4,3,143
13792.0,2,183.05,91,12,UNITED KINGDOM,91.53,2011-10-04,2011-02-25,221,4889,3,4,3,343
13798.0,8,130.51,103,29,UNITED KINGDOM,16.31,2011-11-22,2010-12-10,346,4840,1,4,4,144
13799.0,2,513.16,348,27,UNITED KINGDOM,256.58,2011-08-15,2011-02-18,177,4939,3,4,2,342
13800.0,1,439.82,301,30,UNITED KINGDOM,439.82,2011-02-03,2011-02-03,0,5132,4,4,2,442
13801.0,1,247.10,160,18,UNITED KINGDOM,247.10,2011-10-04,2011-10-04,0,4889,3,4,3,343
13802.0,3,297.82,330,21,UNITED KINGDOM,99.27,2011-07-24,2011-02-01,172,4961,3,4,3,343
13803.0,1,277.07,121,17,UNITED KINGDOM,277.07,2011-03-29,2011-03-29,0,5078,4,4,3,443
13804.0,7,2035.03,1126,107,UNITED KINGDOM,290.72,2011-11-09,2011-02-23,259,4853,2,4,1,241
13806.0,1,152.73,41,8,UNITED KINGDOM,152.73,2011-10-07,2011-10-07,0,4886,3,4,4,344
13807.0,1,80.80,32,5,UNITED KINGDOM,80.80,2010-12-07,2010-12-07,0,5190,4,4,4,444
13808.0,5,1013.66,616,53,UNITED KINGDOM,202.73,2011-12-04,2011-09-04,91,4828,1,4,1,141
13809.0,1,60.30,20,4,CYPRUS,60.30,2011-02-07,2011-02-07,0,5128,4,4,4,444
13810.0,2,448.66,258,23,GERMANY,224.33,2011-11-11,2011-10-14,27,4851,2,4,2,242
13812.0,3,452.10,326,30,GERMANY,150.70,2011-10-28,2011-08-26,63,4865,2,4,2,242
13813.0,4,1050.26,527,49,GERMANY,262.56,2011-10-31,2011-07-28,95,4862,2,4,1,241
13814.0,2,887.82,628,31,GERMANY,443.91,2011-09-08,2011-07-25,44,4915,3,4,2,342
13815.0,4,2582.46,1710,119,GERMANY,645.62,2011-11-17,2011-01-25,296,4845,2,4,1,241
13816.0,2,367.32,208,21,GERMANY,183.66,2011-11-16,2011-10-06,40,4846,2,4,3,243
13817.0,2,328.98,208,19,GERMANY,164.49,2011-11-10,2010-12-23,322,4851,2,4,3,243
13819.0,3,457.35,301,18,UNITED KINGDOM,152.45,2011-02-11,2011-01-24,18,5124,4,4,2,442
13821.0,2,321.89,147,49,UNITED KINGDOM,160.94,2011-07-18,2011-03-23,116,4967,3,4,3,343
13822.0,2,454.80,448,85,UNITED KINGDOM,227.40,2011-12-04,2011-10-30,34,4828,1,4,2,142
13823.0,2,413.90,303,24,UNITED KINGDOM,206.95,2011-11-21,2011-09-09,72,4841,2,4,2,242
13824.0,4,677.81,395,24,UNITED KINGDOM,169.45,2011-11-07,2011-02-02,277,4855,2,4,2,242
13826.0,1,102.30,74,6,UNITED KINGDOM,102.30,2011-06-16,2011-06-16,0,4999,4,4,4,444
13827.0,3,237.65,122,69,UNITED KINGDOM,79.22,2011-10-13,2011-07-19,85,4880,3,4,3,343
13828.0,1,168.45,95,12,UNITED KINGDOM,168.45,2011-11-17,2011-11-17,0,4844,2,4,4,244
13831.0,3,366.23,133,47,UNITED KINGDOM,122.08,2011-11-23,2011-05-23,184,4839,1,4,3,143
13832.0,1,52.20,28,3,UNITED KINGDOM,52.20,2011-11-20,2011-11-20,0,4842,2,4,4,244
13833.0,1,225.45,99,19,UNITED KINGDOM,225.45,2011-07-03,2011-07-03,0,4982,4,4,3,443
13835.0,4,692.37,426,43,UNITED KINGDOM,173.09,2011-11-14,2011-05-08,190,4848,2,4,2,242
13837.0,2,221.59,146,16,UNITED KINGDOM,110.80,2011-05-12,2011-01-26,105,5034,4,4,3,443
13838.0,4,510.67,237,130,UNITED KINGDOM,127.67,2011-12-04,2010-12-05,364,4828,1,4,2,142
13842.0,9,2516.05,1543,122,UNITED KINGDOM,279.56,2011-10-12,2010-12-08,308,4881,3,4,1,341
13844.0,1,345.12,194,19,UNITED KINGDOM,345.12,2011-11-28,2011-11-28,0,4834,1,4,3,143
13845.0,1,112.86,66,5,UNITED KINGDOM,112.86,2011-10-06,2011-10-06,0,4887,3,4,4,344
13846.0,3,733.16,374,47,UNITED KINGDOM,244.39,2011-11-15,2010-12-14,335,4847,2,4,2,242
13849.0,2,1285.95,970,83,UNITED KINGDOM,642.98,2011-10-19,2011-06-22,119,4874,2,4,1,241
13850.0,1,1478.98,932,87,UNITED KINGDOM,1478.98,2011-08-02,2011-08-02,0,4952,3,4,1,341
13851.0,3,1192.52,933,65,UNITED KINGDOM,397.51,2011-09-05,2011-02-24,192,4918,3,4,1,341
13853.0,1,272.16,150,11,UNITED KINGDOM,272.16,2011-10-13,2011-10-13,0,4880,3,4,3,343
13854.0,16,651.39,399,17,UNITED KINGDOM,40.71,2011-11-15,2010-12-17,333,4846,2,4,2,242
13856.0,3,120.30,114,9,UNITED KINGDOM,40.10,2011-06-24,2011-05-20,34,4991,4,4,4,444
13858.0,1,182.67,71,9,UNITED KINGDOM,182.67,2011-10-13,2011-10-13,0,4879,3,4,3,343
13859.0,1,172.76,126,25,UNITED KINGDOM,172.76,2011-01-17,2011-01-17,0,5148,4,4,3,443
13860.0,5,1106.93,531,53,UNITED KINGDOM,221.39,2011-12-08,2011-09-14,85,4824,1,4,1,141
13862.0,8,2041.96,1610,94,UNITED KINGDOM,255.25,2011-11-21,2011-01-11,314,4840,1,4,1,141
13863.0,1,264.88,220,18,UNITED KINGDOM,264.88,2011-04-06,2011-04-06,0,5070,4,4,3,443
13865.0,4,437.81,199,24,UNITED KINGDOM,109.45,2011-10-12,2011-02-23,231,4881,3,4,2,342
13866.0,1,145.67,57,7,UNITED KINGDOM,145.67,2011-09-26,2011-09-26,0,4897,3,4,4,344
13867.0,3,709.54,468,42,UNITED KINGDOM,236.51,2011-11-08,2011-05-05,186,4854,2,4,2,242
13868.0,1,428.37,409,29,UNITED KINGDOM,428.37,2011-11-01,2011-11-01,0,4861,2,4,2,242
13869.0,4,2446.95,1605,205,UNITED KINGDOM,611.74,2011-08-08,2010-12-17,233,4946,3,4,1,341
13870.0,8,1508.94,937,73,UNITED KINGDOM,188.62,2011-12-07,2011-02-25,285,4825,1,4,1,141
13871.0,13,4541.85,2360,131,UNITED KINGDOM,349.37,2011-11-17,2011-02-04,286,4845,2,4,1,241
13873.0,3,324.05,133,17,UNITED KINGDOM,108.02,2011-08-12,2011-02-03,190,4942,3,4,3,343
13874.0,1,247.45,140,14,UNITED KINGDOM,247.45,2010-12-16,2010-12-16,0,5180,4,4,3,443
13875.0,5,1438.22,1149,71,UNITED KINGDOM,287.64,2011-10-17,2011-02-11,247,4876,3,4,1,341
13876.0,1,98.80,34,6,UNITED KINGDOM,98.80,2011-10-07,2011-10-07,0,4886,3,4,4,344
13877.0,1,17.40,12,1,UNITED KINGDOM,17.40,2011-09-14,2011-09-14,0,4909,3,4,4,344
13878.0,1,419.31,179,17,UNITED KINGDOM,419.31,2011-10-16,2011-10-16,0,4877,3,4,2,342
13880.0,13,2519.63,1652,110,UNITED KINGDOM,193.82,2011-11-18,2010-12-07,345,4844,2,4,1,241
13881.0,4,741.24,492,26,UNITED KINGDOM,185.31,2011-09-29,2011-04-11,170,4894,3,4,2,342
13882.0,5,686.34,566,38,UNITED KINGDOM,137.27,2011-12-07,2011-10-06,61,4825,1,4,2,142
13883.0,5,2080.33,1283,93,UNITED KINGDOM,416.07,2011-11-29,2011-03-31,242,4833,1,4,1,141
13884.0,4,670.45,253,41,UNITED KINGDOM,167.61,2011-12-02,2011-03-01,276,4829,1,4,2,142
13885.0,2,390.20,170,24,UNITED KINGDOM,195.10,2011-06-03,2011-05-23,11,5012,4,4,3,443
13886.0,1,218.56,124,14,UNITED KINGDOM,218.56,2011-09-29,2011-09-29,0,4894,3,4,3,343
13887.0,1,293.95,141,16,UNITED KINGDOM,293.95,2011-05-19,2011-05-19,0,5026,4,4,3,443
13888.0,2,496.02,244,32,UNITED KINGDOM,248.01,2011-08-12,2011-05-05,98,4942,3,4,2,342
13889.0,1,265.70,74,12,UNITED KINGDOM,265.70,2011-09-08,2011-09-08,0,4915,3,4,3,343
13890.0,10,1767.86,798,70,UNITED KINGDOM,176.79,2011-12-08,2010-12-16,357,4824,1,4,1,141
13892.0,2,287.61,279,19,UNITED KINGDOM,143.81,2011-10-06,2011-04-07,182,4886,3,4,3,343
13893.0,1,150.70,34,8,UNITED KINGDOM,150.70,2011-02-15,2011-02-15,0,5120,4,4,4,444
13894.0,2,430.55,245,23,UNITED KINGDOM,215.28,2011-11-16,2011-02-02,286,4846,2,4,2,242
13895.0,4,1865.12,1034,88,UNITED KINGDOM,466.28,2011-11-11,2011-06-28,136,4850,2,4,1,241
13897.0,1,258.06,182,16,UNITED KINGDOM,258.06,2011-10-20,2011-10-20,0,4873,2,4,3,243
13898.0,1,138.93,131,11,UNITED KINGDOM,138.93,2011-01-18,2011-01-18,0,5148,4,4,4,444
13899.0,2,297.92,144,17,UNITED KINGDOM,148.96,2011-11-23,2011-03-10,258,4839,1,4,3,143
13900.0,2,553.95,381,35,UNITED KINGDOM,276.98,2011-05-31,2011-03-22,70,5015,4,4,2,442
13901.0,5,2196.21,1257,118,UNITED KINGDOM,439.24,2011-09-28,2011-01-25,246,4895,3,4,1,341
13904.0,2,332.64,332,24,UNITED KINGDOM,166.32,2011-11-02,2011-02-18,257,4860,2,4,3,243
13908.0,4,1759.34,1114,92,UNITED KINGDOM,439.83,2011-09-21,2011-03-08,196,4902,3,4,1,341
13911.0,8,1872.71,1363,106,UNITED KINGDOM,234.09,2011-07-18,2011-02-04,163,4967,3,4,1,341
13914.0,2,499.53,301,25,UNITED KINGDOM,249.76,2011-11-28,2011-11-03,24,4834,1,4,2,142
13917.0,2,252.14,226,15,UNITED KINGDOM,126.07,2011-10-21,2011-06-01,141,4872,2,4,3,243
13918.0,2,440.90,286,21,UNITED KINGDOM,220.45,2011-10-21,2011-03-31,203,4872,2,4,2,242
13919.0,2,331.86,471,22,DENMARK,165.93,2011-10-11,2011-08-10,62,4882,3,4,3,343
13922.0,1,81.60,56,4,UNITED KINGDOM,81.60,2010-12-23,2010-12-23,0,5174,4,4,4,444
13923.0,1,317.63,181,18,UNITED KINGDOM,317.63,2011-10-17,2011-10-17,0,4876,3,4,3,343
13924.0,6,1544.05,1089,74,UNITED KINGDOM,257.34,2011-12-08,2011-09-28,70,4824,1,4,1,141
13925.0,4,411.10,274,21,UNITED KINGDOM,102.78,2011-09-08,2011-07-28,42,4915,3,4,2,342
13926.0,1,150.10,99,8,UNITED KINGDOM,150.10,2011-11-16,2011-11-16,0,4846,2,4,4,244
13927.0,1,307.39,194,20,UNITED KINGDOM,307.39,2011-09-26,2011-09-26,0,4897,3,4,3,343
13928.0,4,336.47,117,17,UNITED KINGDOM,84.12,2011-11-29,2011-07-29,122,4833,1,4,3,143
13929.0,2,103.65,27,4,UNITED KINGDOM,51.83,2011-06-23,2011-01-17,157,4992,4,4,4,444
13930.0,2,297.74,250,14,UNITED KINGDOM,148.87,2011-10-13,2011-07-26,78,4880,3,4,3,343
13931.0,2,915.57,623,53,UNITED KINGDOM,457.79,2011-09-05,2011-03-04,185,4918,3,4,2,342
13932.0,1,195.80,60,10,UNITED KINGDOM,195.80,2011-02-18,2011-02-18,0,5117,4,4,3,443
13933.0,2,369.39,161,18,UNITED KINGDOM,184.69,2011-08-22,2011-07-14,39,4932,3,4,3,343
13934.0,1,497.05,283,23,UNITED KINGDOM,497.05,2011-03-21,2011-03-21,0,5086,4,4,2,442
13936.0,1,369.74,294,25,UNITED KINGDOM,369.74,2011-06-13,2011-06-13,0,5002,4,4,3,443
13937.0,1,128.25,87,8,UNITED KINGDOM,128.25,2011-06-23,2011-06-23,0,4991,4,4,4,444
13938.0,1,71.66,70,7,UNITED KINGDOM,71.66,2011-11-04,2011-11-04,0,4858,2,4,4,244
13939.0,3,466.37,593,36,UNITED KINGDOM,155.46,2011-11-16,2011-02-01,288,4846,2,4,2,242
13940.0,4,608.96,396,33,UNITED KINGDOM,152.24,2011-11-22,2011-07-18,126,4840,1,4,2,142
13941.0,5,219.00,108,8,UNITED KINGDOM,43.80,2011-11-18,2010-12-02,350,4844,2,4,3,243
13946.0,3,57.33,55,5,UNITED KINGDOM,19.11,2011-09-21,2011-03-17,188,4902,3,4,4,344
13947.0,1,90.60,44,5,UNITED KINGDOM,90.60,2011-10-05,2011-10-05,0,4888,3,4,4,344
13948.0,1,23.40,12,1,UNITED KINGDOM,23.40,2010-12-14,2010-12-14,0,5183,4,4,4,444
13949.0,6,1927.93,1941,119,UNITED KINGDOM,321.32,2011-12-07,2011-09-06,91,4825,1,4,1,141
13950.0,4,394.70,248,24,UNITED KINGDOM,98.67,2011-11-28,2011-04-07,235,4834,1,4,3,143
