CustomerID,Frequency,Monetary,Total_Items,Unique_Products,Country,Avg_Transaction_Value,LastPurchaseDate,FirstPurchaseDate,Customer_Lifetime_Days,Recency,R_score,F_score,M_score,RFM_Score,Cluster
13359.0,1,307.06,150,18,UNITED KINGDOM,307.06,2011-10-07,2011-10-07,0,4886,3,4,3,343,5
13362.0,4,2449.04,1216,108,UNITED KINGDOM,612.26,2011-11-30,2011-02-25,278,4832,1,4,1,141,0
13363.0,2,834.89,621,42,UNITED KINGDOM,417.44,2011-11-22,2011-10-27,26,4840,1,4,2,142,5
13364.0,1,134.96,71,10,UNITED KINGDOM,134.96,2011-09-29,2011-09-29,0,4893,3,4,4,344,5
13365.0,2,1718.87,1199,108,UNITED KINGDOM,859.44,2011-11-06,2011-05-06,184,4856,2,4,1,241,0
13368.0,2,430.18,264,24,UNITED KINGDOM,215.09,2011-03-28,2011-01-06,80,5079,4,4,2,442,3
13369.0,1,198.38,114,11,UNITED KINGDOM,198.38,2010-12-09,2010-12-09,0,5188,4,4,3,443,3
13370.0,1,604.75,281,32,UNITED KINGDOM,604.75,2010-12-03,2010-12-03,0,5194,4,4,2,442,3
13372.0,1,290.04,154,19,UNITED KINGDOM,290.04,2011-09-11,2011-09-11,0,4912,3,4,3,343,5
13373.0,3,2198.62,1298,107,UNITED KINGDOM,732.87,2011-10-10,2011-03-08,215,4883,3,4,1,341,0
13375.0,1,607.18,350,33,UNITED KINGDOM,607.18,2011-09-12,2011-09-12,0,4911,3,4,2,342,5
13376.0,3,834.31,487,42,UNITED KINGDOM,278.1,2011-09-01,2011-04-19,135,4921,3,4,2,342,5
13379.0,3,521.36,595,83,UNITED KINGDOM,173.79,2011-11-13,2011-07-26,110,4849,2,4,2,242,5
13381.0,6,2615.55,1585,65,UNITED KINGDOM,435.93,2011-11-08,2011-02-14,267,4854,2,4,1,241,0
13382.0,1,197.14,128,13,UNITED KINGDOM,197.14,2011-03-04,2011-03-04,0,5103,4,4,3,443,3
13384.0,7,2295.26,1441,100,UNITED KINGDOM,327.89,2011-11-09,2011-06-14,147,4853,2,4,1,241,0
13385.0,1,403.07,271,29,UNITED KINGDOM,403.07,2011-01-14,2011-01-14,0,5152,4,4,2,442,3
13388.0,2,452.35,249,29,UNITED KINGDOM,226.18,2011-07-31,2011-07-31,0,4954,3,4,2,342,5
13389.0,3,700.66,420,44,UNITED KINGDOM,233.55,2011-11-28,2011-04-21,221,4834,1,4,2,142,5
13390.0,1,185.88,92,9,UNITED KINGDOM,185.88,2011-09-26,2011-09-26,0,4897,3,4,3,343,5
13394.0,8,1945.99,1811,113,UNITED KINGDOM,243.25,2011-12-08,2011-02-03,308,4824,1,4,1,141,0
13395.0,1,251.28,224,18,UNITED KINGDOM,251.28,2011-06-07,2011-06-07,0,5008,4,4,3,443,3
13396.0,2,537.57,297,25,UNITED KINGDOM,268.79,2011-11-10,2011-01-24,290,4851,2,4,2,242,5
13397.0,4,431.64,189,19,UNITED KINGDOM,107.91,2011-09-28,2011-01-04,266,4895,3,4,2,342,5
13398.0,1,383.57,226,21,UNITED KINGDOM,383.57,2011-05-31,2011-05-31,0,5015,4,4,3,443,3
13402.0,2,483.73,433,29,UNITED KINGDOM,241.87,2011-08-04,2010-12-02,244,4950,3,4,2,342,5
13403.0,1,30.0,8,2,UNITED KINGDOM,30.0,2011-11-22,2011-11-22,0,4840,1,4,4,144,5
13404.0,2,188.74,86,10,UNITED KINGDOM,94.37,2011-12-08,2011-05-11,211,4824,1,4,3,143,5
13405.0,3,363.35,144,18,UNITED KINGDOM,121.12,2011-09-26,2011-01-26,243,4896,3,4,3,343,5
13408.0,42,3436.06,2469,81,UNITED KINGDOM,81.81,2011-12-08,2010-12-01,371,4824,1,4,1,141,4
13410.0,4,248.34,138,10,UNITED KINGDOM,62.09,2011-11-15,2011-02-21,267,4847,2,4,3,243,5
13411.0,1,203.6,71,16,UNITED KINGDOM,203.6,2011-08-24,2011-08-24,0,4930,3,4,3,343,5
13414.0,2,392.58,278,18,UNITED KINGDOM,196.29,2011-07-29,2011-07-05,23,4956,3,4,3,343,5
13416.0,2,202.7,42,8,UNITED KINGDOM,101.35,2011-10-27,2011-09-19,37,4866,2,4,3,243,5
13417.0,2,290.48,126,14,UNITED KINGDOM,145.24,2011-12-05,2011-05-18,200,4827,1,4,3,143,5
13418.0,18,3390.66,2853,190,UNITED KINGDOM,188.37,2011-11-28,2010-12-02,360,4834,1,4,1,141,7
13419.0,1,221.06,275,16,UNITED KINGDOM,221.06,2011-10-07,2011-10-07,0,4886,3,4,3,343,5
13420.0,2,87.6,94,6,UNITED KINGDOM,43.8,2011-07-13,2011-06-22,20,4972,4,4,4,444,5
13421.0,2,1254.64,711,78,UNITED KINGDOM,627.32,2011-10-30,2011-02-22,249,4863,2,4,1,241,5
13422.0,1,2093.04,1208,113,UNITED KINGDOM,2093.04,2011-10-06,2011-10-06,0,4887,3,4,1,341,0
13425.0,3,1017.85,722,53,UNITED KINGDOM,339.28,2011-08-23,2011-02-18,186,4930,3,4,1,341,5
13426.0,10,1636.07,1664,85,UNITED KINGDOM,163.61,2011-12-09,2010-12-15,358,4823,1,4,1,141,0
13427.0,3,318.94,331,18,UNITED KINGDOM,106.31,2011-11-20,2011-05-08,195,4842,2,4,3,243,5
13428.0,1,168.38,147,66,UNITED KINGDOM,168.38,2011-11-29,2011-11-29,0,4833,1,4,4,144,5
13429.0,4,724.09,889,44,UNITED KINGDOM,181.02,2011-11-29,2011-09-25,64,4833,1,4,2,142,5
13430.0,2,574.25,545,42,UNITED KINGDOM,287.12,2011-11-21,2011-09-14,67,4841,2,4,2,242,5
13431.0,2,653.4,426,36,UNITED KINGDOM,326.7,2011-10-03,2011-09-12,21,4890,3,4,2,342,5
13434.0,2,128.64,84,6,UNITED KINGDOM,64.32,2011-09-26,2011-09-04,22,4897,3,4,4,344,5
13435.0,7,655.62,377,48,UNITED KINGDOM,93.66,2011-12-04,2011-06-03,183,4828,1,4,2,142,0
13436.0,1,113.54,69,8,UNITED KINGDOM,113.54,2011-12-08,2011-12-08,0,4824,1,4,4,144,5
13437.0,7,2162.6,1031,106,UNITED KINGDOM,308.94,2011-11-25,2011-06-02,175,4837,1,4,1,141,0
13439.0,1,273.27,206,53,UNITED KINGDOM,273.27,2011-03-29,2011-03-29,0,5078,4,4,3,443,3
13441.0,1,148.16,92,10,UNITED KINGDOM,148.16,2011-09-09,2011-09-09,0,4914,3,4,4,344,5
13447.0,3,841.08,522,48,UNITED KINGDOM,280.36,2011-11-16,2011-11-04,12,4846,2,4,2,242,5
13448.0,6,2329.4,1275,120,UNITED KINGDOM,388.23,2011-11-23,2010-12-01,357,4839,1,4,1,141,0
13449.0,1,291.88,222,19,UNITED KINGDOM,291.88,2011-11-16,2011-11-16,0,4846,2,4,3,243,5
13450.0,6,898.68,774,24,UNITED KINGDOM,149.78,2011-11-13,2011-05-05,191,4849,2,4,2,242,0
13451.0,5,2608.66,2042,299,UNITED KINGDOM,521.73,2011-11-13,2011-01-09,308,4848,2,4,1,241,0
13453.0,2,205.98,98,11,UNITED KINGDOM,102.99,2011-06-27,2011-02-23,123,4988,4,4,3,443,3
13455.0,2,660.19,317,34,UNITED KINGDOM,330.1,2011-11-15,2010-12-08,341,4847,2,4,2,242,5
13456.0,5,853.42,584,37,UNITED KINGDOM,170.68,2011-11-22,2011-05-16,189,4840,1,4,2,142,0
13458.0,14,6009.41,4020,213,UNITED KINGDOM,429.24,2011-12-02,2010-12-15,352,4830,1,4,1,141,4
13460.0,2,183.44,286,16,UNITED KINGDOM,91.72,2011-11-10,2011-10-21,20,4851,2,4,3,243,5
13461.0,2,82.2,42,4,UNITED KINGDOM,41.1,2011-11-01,2011-07-24,99,4861,2,4,4,244,5
13462.0,1,135.0,60,8,UNITED KINGDOM,135.0,2011-04-01,2011-04-01,0,5075,4,4,4,444,3
13464.0,1,606.73,396,37,UNITED KINGDOM,606.73,2011-10-12,2011-10-12,0,4881,3,4,2,342,5
13466.0,1,197.7,121,12,UNITED KINGDOM,197.7,2011-06-08,2011-06-08,0,5006,4,4,3,443,3
13467.0,2,820.41,550,78,UNITED KINGDOM,410.2,2011-11-29,2011-11-03,25,4833,1,4,2,142,5
13468.0,37,3464.84,1796,147,UNITED KINGDOM,93.64,2011-12-08,2010-12-01,371,4824,1,4,1,141,4
13470.0,2,165.0,100,7,UNITED KINGDOM,82.5,2011-09-01,2011-08-16,15,4922,3,4,4,344,5
13471.0,4,2165.64,1496,197,UNITED KINGDOM,541.41,2011-12-08,2011-10-23,46,4824,1,4,1,141,0
13473.0,2,242.36,196,15,UNITED KINGDOM,121.18,2011-10-10,2011-01-11,272,4883,3,4,3,343,5
13474.0,1,185.24,125,55,UNITED KINGDOM,185.24,2011-04-17,2011-04-17,0,5059,4,4,3,443,3
13475.0,4,1115.66,914,53,UNITED KINGDOM,278.92,2011-06-01,2011-02-14,107,5014,4,4,1,441,0
13476.0,2,697.67,341,40,UNITED KINGDOM,348.83,2011-06-14,2011-03-03,102,5001,4,4,2,442,3
13477.0,6,1163.97,790,50,UNITED KINGDOM,194.0,2011-11-02,2011-02-21,253,4860,2,4,1,241,0
13479.0,2,221.55,106,10,UNITED KINGDOM,110.78,2011-05-23,2011-04-19,33,5023,4,4,3,443,3
13481.0,5,1638.66,1064,93,UNITED KINGDOM,327.73,2011-10-25,2011-03-28,211,4868,2,4,1,241,0
13482.0,1,184.64,116,11,UNITED KINGDOM,184.64,2011-04-21,2011-04-21,0,5054,4,4,3,443,3
13483.0,1,140.34,160,10,UNITED KINGDOM,140.34,2011-10-05,2011-10-05,0,4888,3,4,4,344,5
13485.0,1,284.04,189,18,UNITED KINGDOM,284.04,2011-04-20,2011-04-20,0,5056,4,4,3,443,3
13486.0,3,959.95,597,60,UNITED KINGDOM,319.98,2011-09-22,2011-07-07,76,4901,3,4,1,341,5
13487.0,3,361.1,239,19,UNITED KINGDOM,120.37,2011-10-13,2010-12-21,295,4880,3,4,3,343,5
13488.0,13,6161.53,3564,231,UNITED KINGDOM,473.96,2011-11-22,2010-12-07,350,4840,1,4,1,141,4
13489.0,2,128.64,104,10,UNITED KINGDOM,64.32,2011-07-05,2011-02-18,137,4980,4,4,4,444,3
13491.0,10,943.34,791,60,UNITED KINGDOM,94.33,2011-10-19,2010-12-02,320,4874,2,4,2,242,0
13492.0,3,594.24,320,23,SWITZERLAND,198.08,2011-07-26,2011-05-09,78,4959,3,4,2,342,5
13493.0,1,14.85,3,1,SWITZERLAND,14.85,2011-02-25,2011-02-25,0,5109,4,4,4,444,3
13494.0,1,296.1,114,17,UNITED KINGDOM,296.1,2011-02-01,2011-02-01,0,5134,4,4,3,443,3
13495.0,5,622.62,390,24,UNITED KINGDOM,124.52,2011-12-02,2010-12-06,360,4830,1,4,2,142,0
13496.0,2,492.83,309,23,UNITED KINGDOM,246.41,2011-11-29,2010-12-15,349,4833,1,4,2,142,5
13497.0,2,348.05,163,19,UNITED KINGDOM,174.03,2011-03-02,2010-12-06,85,5105,4,4,3,443,3
13499.0,4,464.69,267,20,UNITED KINGDOM,116.17,2011-11-10,2011-03-15,240,4852,2,4,2,242,5
13500.0,3,971.2,490,51,UNITED KINGDOM,323.73,2011-11-16,2011-08-09,99,4846,2,4,1,241,5
13501.0,1,584.32,338,35,SWITZERLAND,584.32,2011-02-24,2011-02-24,0,5110,4,4,2,442,3
13502.0,3,212.7,250,15,UNITED KINGDOM,70.9,2011-11-23,2011-01-20,307,4839,1,4,3,143,5
13503.0,1,192.95,246,16,UNITED KINGDOM,192.95,2011-09-29,2011-09-29,0,4894,3,4,3,343,5
13504.0,1,260.48,175,19,UNITED KINGDOM,260.48,2011-10-06,2011-10-06,0,4887,3,4,3,343,5
13505.0,4,2905.01,2069,162,SWITZERLAND,726.25,2011-09-28,2011-04-21,159,4895,3,4,1,341,0
13506.0,2,379.45,235,21,UNITED KINGDOM,189.72,2011-01-27,2010-12-05,53,5139,4,4,3,443,3
13507.0,4,1952.01,1396,127,UNITED KINGDOM,488.0,2011-12-06,2011-07-17,142,4826,1,4,1,141,0
13508.0,1,66.42,19,9,UNITED KINGDOM,66.42,2011-04-10,2011-04-10,0,5066,4,4,4,444,3
13509.0,5,662.68,685,23,UNITED KINGDOM,132.54,2011-12-01,2011-02-28,275,4831,1,4,2,142,0
13510.0,4,1565.02,1225,76,UNITED KINGDOM,391.25,2011-12-08,2011-06-09,182,4824,1,4,1,141,0
13512.0,1,228.51,141,13,UNITED KINGDOM,228.51,2011-03-24,2011-03-24,0,5083,4,4,3,443,3
13513.0,1,132.6,60,8,UNITED KINGDOM,132.6,2011-08-05,2011-08-05,0,4949,3,4,4,344,5
13514.0,1,70.8,24,2,UNITED KINGDOM,70.8,2011-09-27,2011-09-27,0,4896,3,4,4,344,5
13515.0,4,833.82,675,47,UNITED KINGDOM,208.46,2011-09-28,2011-04-06,175,4895,3,4,2,342,0
13516.0,2,607.91,319,36,UNITED KINGDOM,303.95,2011-09-28,2011-04-15,166,4895,3,4,2,342,5
13517.0,3,1839.49,1210,112,UNITED KINGDOM,613.16,2011-10-11,2011-06-13,120,4882,3,4,1,341,0
13518.0,1,535.44,326,31,UNITED KINGDOM,535.44,2011-09-15,2011-09-15,0,4908,3,4,2,342,5
13519.0,1,78.95,19,6,UNITED KINGDOM,78.95,2011-09-22,2011-09-22,0,4900,3,4,4,344,5
13520.0,6,1078.15,705,42,SWITZERLAND,179.69,2011-10-12,2010-12-03,312,4881,3,4,1,341,0
13521.0,3,978.18,709,305,UNITED KINGDOM,326.06,2011-12-08,2011-11-29,8,4824,1,4,1,141,5
13522.0,1,125.8,44,5,UNITED KINGDOM,125.8,2011-11-09,2011-11-09,0,4853,2,4,4,244,5
13523.0,5,1948.48,1214,109,UNITED KINGDOM,389.7,2011-11-06,2010-12-08,333,4856,2,4,1,241,0
13524.0,5,422.54,206,13,UNITED KINGDOM,84.51,2011-10-30,2011-05-04,179,4863,2,4,2,242,5
13527.0,7,1878.75,1386,136,UNITED KINGDOM,268.39,2011-11-06,2011-01-17,293,4856,2,4,1,241,0
13529.0,2,206.06,68,13,UNITED KINGDOM,103.03,2011-09-22,2011-05-19,125,4901,3,4,3,343,5
13531.0,2,235.5,102,12,UNITED KINGDOM,117.75,2011-05-18,2010-12-08,161,5027,4,4,3,443,3
13532.0,1,210.31,129,66,UNITED KINGDOM,210.31,2011-11-06,2011-11-06,0,4856,2,4,3,243,5
13533.0,3,245.24,199,59,UNITED KINGDOM,81.75,2011-06-10,2011-03-17,84,5005,4,4,3,443,3
13534.0,24,3914.98,2258,101,UNITED KINGDOM,163.12,2011-12-07,2010-12-16,355,4825,1,4,1,141,4
13536.0,7,1904.51,875,75,UNITED KINGDOM,272.07,2011-12-08,2011-09-25,74,4823,1,4,1,141,0
13538.0,1,17.85,3,1,UNITED KINGDOM,17.85,2011-08-11,2011-08-11,0,4943,3,4,4,344,5
13539.0,3,446.52,254,26,UNITED KINGDOM,148.84,2011-09-15,2011-02-03,223,4908,3,4,2,342,5
13544.0,2,205.91,104,68,UNITED KINGDOM,102.95,2011-10-31,2011-04-13,200,4862,2,4,3,243,5
13546.0,3,547.39,351,70,UNITED KINGDOM,182.46,2011-11-27,2011-05-23,188,4835,1,4,2,142,5
13548.0,2,508.59,303,102,UNITED KINGDOM,254.3,2011-09-04,2011-04-10,147,4919,3,4,2,342,5
13549.0,7,709.25,397,33,UNITED KINGDOM,101.32,2011-11-14,2011-04-11,216,4848,2,4,2,242,0
13551.0,1,53.55,9,3,UNITED KINGDOM,53.55,2011-01-24,2011-01-24,0,5142,4,4,4,444,3
13552.0,12,1457.19,700,56,UNITED KINGDOM,121.43,2011-10-04,2011-01-28,249,4889,3,4,1,341,7
13555.0,4,1529.6,1040,78,UNITED KINGDOM,382.4,2011-09-27,2011-05-22,128,4896,3,4,1,341,0
13557.0,2,524.06,498,30,UNITED KINGDOM,262.03,2011-11-11,2011-03-04,252,4851,2,4,2,242,5
13558.0,4,550.57,334,119,UNITED KINGDOM,137.64,2011-12-04,2011-10-02,62,4828,1,4,2,142,5
13560.0,1,171.42,63,32,UNITED KINGDOM,171.42,2011-12-02,2011-12-02,0,4830,1,4,4,144,5
13561.0,1,39.01,49,11,UNITED KINGDOM,39.01,2011-05-08,2011-05-08,0,5038,4,4,4,444,3
13562.0,3,1167.56,558,34,UNITED KINGDOM,389.19,2011-09-19,2011-04-08,163,4904,3,4,1,341,0
13563.0,2,262.33,124,38,UNITED KINGDOM,131.17,2011-09-16,2011-07-22,55,4907,3,4,3,343,5
13564.0,2,737.07,429,54,UNITED KINGDOM,368.54,2010-12-20,2010-12-06,13,5176,4,4,2,442,3
13565.0,2,240.22,172,35,UNITED KINGDOM,120.11,2011-11-20,2011-01-09,315,4842,2,4,3,243,5
13566.0,2,799.29,558,132,UNITED KINGDOM,399.64,2011-10-30,2011-09-18,41,4863,2,4,2,242,5
13568.0,1,169.2,64,39,UNITED KINGDOM,169.2,2011-06-19,2011-06-19,0,4996,4,4,4,444,3
13569.0,2,267.72,149,66,UNITED KINGDOM,133.86,2011-11-22,2010-12-07,350,4840,1,4,3,143,5
13570.0,1,130.52,110,23,UNITED KINGDOM,130.52,2011-04-10,2011-04-10,0,5066,4,4,4,444,3
13571.0,12,2013.89,1702,153,UNITED KINGDOM,167.82,2011-11-27,2011-03-31,240,4835,1,4,1,141,7
13572.0,1,326.23,117,15,UNITED KINGDOM,326.23,2011-05-18,2011-05-18,0,5028,4,4,3,443,3
13573.0,2,192.71,82,20,UNITED KINGDOM,96.36,2011-10-20,2011-03-31,202,4873,2,4,3,243,5
13575.0,5,674.57,443,39,UNITED KINGDOM,134.91,2011-11-16,2011-06-16,152,4846,2,4,2,242,0
13576.0,16,1166.94,737,62,UNITED KINGDOM,72.93,2011-11-29,2010-12-01,362,4833,1,4,1,141,7
13577.0,4,1131.7,682,45,UNITED KINGDOM,282.93,2011-11-14,2011-04-12,216,4848,2,4,1,241,0
13579.0,2,281.69,91,14,UNITED KINGDOM,140.84,2011-11-25,2010-12-05,354,4837,1,4,3,143,5
13581.0,1,56.95,23,7,UNITED KINGDOM,56.95,2011-02-03,2011-02-03,0,5132,4,4,4,444,3
13583.0,1,691.05,531,48,UNITED KINGDOM,691.05,2011-07-07,2011-07-07,0,4978,4,4,2,442,5
13584.0,1,75.75,30,18,UNITED KINGDOM,75.75,2011-02-06,2011-02-06,0,5129,4,4,4,444,3
13587.0,1,68.4,36,3,UNITED KINGDOM,68.4,2011-10-07,2011-10-07,0,4886,3,4,4,344,5
13588.0,9,2252.61,2314,125,UNITED KINGDOM,250.29,2011-11-24,2011-03-29,239,4838,1,4,1,141,7
13589.0,2,256.05,105,15,UNITED KINGDOM,128.03,2011-11-25,2011-06-13,164,4837,1,4,3,143,5
13590.0,6,1244.7,886,61,UNITED KINGDOM,207.45,2011-11-28,2011-02-09,291,4834,1,4,1,141,0
13591.0,3,809.58,456,46,UNITED KINGDOM,269.86,2011-10-06,2011-03-18,202,4887,3,4,2,342,5
13592.0,3,159.51,77,11,UNITED KINGDOM,53.17,2011-11-04,2011-03-20,228,4858,2,4,4,244,5
13593.0,5,1425.13,633,59,UNITED KINGDOM,285.03,2011-08-23,2011-01-07,227,4931,3,4,1,341,0
13594.0,1,396.97,359,26,UNITED KINGDOM,396.97,2011-10-18,2011-10-18,0,4875,3,4,3,343,5
13596.0,2,586.91,376,126,UNITED KINGDOM,293.45,2011-12-04,2011-11-27,7,4828,1,4,2,142,5
13598.0,1,113.94,48,31,UNITED KINGDOM,113.94,2011-10-23,2011-10-23,0,4870,2,4,4,244,5
13599.0,21,2675.37,2064,142,UNITED KINGDOM,127.4,2011-12-08,2010-12-08,365,4823,1,4,1,141,7
13600.0,1,66.52,64,10,UNITED KINGDOM,66.52,2011-01-31,2011-01-31,0,5135,4,4,4,444,3
13601.0,2,663.08,476,88,UNITED KINGDOM,331.54,2011-10-25,2011-05-12,166,4867,2,4,2,242,5
13602.0,1,398.65,219,22,UNITED KINGDOM,398.65,2011-10-06,2011-10-06,0,4887,3,4,3,343,5
13603.0,1,129.44,160,25,UNITED KINGDOM,129.44,2011-11-13,2011-11-13,0,4848,2,4,4,244,5
13606.0,2,148.43,124,34,UNITED KINGDOM,74.22,2011-11-10,2011-04-10,214,4851,2,4,4,244,5
13607.0,1,563.06,276,86,UNITED KINGDOM,563.06,2011-10-30,2011-10-30,0,4862,2,4,2,242,5
13610.0,7,850.48,462,145,UNITED KINGDOM,121.5,2011-11-27,2011-02-27,273,4835,1,4,2,142,0
13611.0,3,956.76,582,62,UNITED KINGDOM,318.92,2011-09-11,2010-12-15,270,4912,3,4,2,342,5
13614.0,4,1060.36,517,150,UNITED KINGDOM,265.09,2011-11-15,2011-01-13,306,4847,2,4,1,241,0
13615.0,1,345.33,161,20,UNITED KINGDOM,345.33,2011-01-25,2011-01-25,0,5141,4,4,3,443,3
13617.0,3,444.04,216,27,UNITED KINGDOM,148.01,2011-10-30,2011-06-12,140,4863,2,4,2,242,5
13618.0,1,154.54,162,11,UNITED KINGDOM,154.54,2011-06-19,2011-06-19,0,4996,4,4,4,444,3
13621.0,1,209.85,243,18,UNITED KINGDOM,209.85,2011-08-15,2011-08-15,0,4939,3,4,3,343,5
13623.0,5,384.76,227,64,UNITED KINGDOM,76.95,2011-11-09,2011-02-15,266,4853,2,4,3,243,5
13626.0,1,241.33,207,18,UNITED KINGDOM,241.33,2011-04-01,2011-04-01,0,5075,4,4,3,443,3
13627.0,5,1164.23,859,70,UNITED KINGDOM,232.85,2011-10-11,2010-12-17,298,4882,3,4,1,341,0
13629.0,1,281.01,217,18,UNITED KINGDOM,281.01,2011-07-20,2011-07-20,0,4965,3,4,3,343,5
13630.0,7,787.74,511,44,UNITED KINGDOM,112.53,2011-12-04,2011-02-27,280,4828,1,4,2,142,0
13632.0,5,1711.27,821,106,UNITED KINGDOM,342.25,2011-11-15,2011-04-10,218,4847,2,4,1,241,0
13634.0,5,1090.71,630,137,UNITED KINGDOM,218.14,2011-11-06,2011-01-16,293,4856,2,4,1,241,0
13635.0,1,986.43,667,59,UNITED KINGDOM,986.43,2011-10-03,2011-10-03,0,4890,3,4,1,341,5
13636.0,5,720.83,535,48,UNITED KINGDOM,144.17,2011-11-03,2011-02-27,248,4859,2,4,2,242,0
13637.0,3,735.05,398,75,UNITED KINGDOM,245.02,2011-10-18,2011-04-27,174,4875,3,4,2,342,5
13638.0,1,97.14,91,7,UNITED KINGDOM,97.14,2011-11-24,2011-11-24,0,4838,1,4,4,144,5
13639.0,1,593.24,554,36,UNITED KINGDOM,593.24,2011-09-26,2011-09-26,0,4897,3,4,2,342,5
13642.0,1,226.03,143,50,UNITED KINGDOM,226.03,2011-05-08,2011-05-08,0,5038,4,4,3,443,3
13643.0,3,468.44,267,22,UNITED KINGDOM,156.15,2011-11-08,2011-06-07,154,4854,2,4,2,242,5
13644.0,4,1979.09,1327,118,UNITED KINGDOM,494.77,2011-11-23,2011-08-26,89,4839,1,4,1,141,0
13645.0,1,30.6,12,1,UNITED KINGDOM,30.6,2011-08-11,2011-08-11,0,4942,3,4,4,344,5
13647.0,4,1134.52,665,49,UNITED KINGDOM,283.63,2011-11-30,2011-04-19,225,4832,1,4,1,141,0
13649.0,2,250.45,126,21,UNITED KINGDOM,125.22,2011-03-28,2010-12-08,109,5079,4,4,3,443,3
13650.0,6,1397.49,851,68,UNITED KINGDOM,232.91,2011-11-23,2011-03-17,250,4839,1,4,1,141,0
13651.0,1,63.3,30,4,UNITED KINGDOM,63.3,2011-10-31,2011-10-31,0,4862,2,4,4,244,5
13652.0,3,1003.64,474,43,UNITED KINGDOM,334.55,2011-10-25,2010-12-06,322,4868,2,4,1,241,5
13654.0,6,2208.87,1542,135,UNITED KINGDOM,368.14,2011-10-27,2011-03-11,230,4865,2,4,1,241,0
13655.0,2,753.22,470,42,UNITED KINGDOM,376.61,2011-08-17,2011-04-12,127,4937,3,4,2,342,5
13656.0,2,319.79,252,43,UNITED KINGDOM,159.9,2011-06-28,2011-01-06,172,4987,4,4,3,443,3
13657.0,2,156.6,90,10,UNITED KINGDOM,78.3,2011-11-29,2011-05-22,190,4833,1,4,4,144,5
13658.0,5,1488.25,791,71,UNITED KINGDOM,297.65,2011-11-30,2011-05-19,194,4832,1,4,1,141,0
13659.0,2,1096.77,691,76,UNITED KINGDOM,548.38,2011-05-18,2011-01-23,115,5028,4,4,1,441,3
13662.0,3,647.06,477,41,UNITED KINGDOM,215.69,2011-09-15,2011-03-25,173,4908,3,4,2,342,5
13663.0,1,91.07,79,7,UNITED KINGDOM,91.07,2011-06-13,2011-06-13,0,5002,4,4,4,444,3
13666.0,3,67.65,39,10,UNITED KINGDOM,22.55,2011-10-10,2011-02-25,227,4883,3,4,4,344,5
13667.0,1,252.2,144,77,UNITED KINGDOM,252.2,2011-07-13,2011-07-13,0,4972,4,4,3,443,3
13668.0,21,4058.09,2257,247,UNITED KINGDOM,193.24,2011-12-07,2010-12-12,359,4825,1,4,1,141,4
13669.0,2,160.2,108,6,UNITED KINGDOM,80.1,2011-10-20,2011-07-13,98,4873,2,4,4,244,5
13670.0,1,333.2,280,24,UNITED KINGDOM,333.2,2011-09-25,2011-09-25,0,4898,3,4,3,343,5
13672.0,2,91.83,25,3,UNITED KINGDOM,45.92,2011-02-11,2011-01-11,30,5124,4,4,4,444,3
13673.0,2,248.29,97,43,UNITED KINGDOM,124.15,2011-11-21,2011-11-07,13,4841,2,4,3,243,5
13675.0,2,473.38,298,24,UNITED KINGDOM,236.69,2011-07-11,2011-02-28,133,4974,4,4,2,442,5
13678.0,1,72.56,104,5,UNITED KINGDOM,72.56,2011-07-11,2011-07-11,0,4974,4,4,4,444,3
13680.0,4,1566.33,1095,139,UNITED KINGDOM,391.58,2011-12-08,2011-01-04,337,4824,1,4,1,141,0
13681.0,4,713.53,306,34,UNITED KINGDOM,178.38,2011-11-22,2011-07-07,137,4840,1,4,2,142,5
13682.0,1,34.0,8,2,UNITED KINGDOM,34.0,2011-06-05,2011-06-05,0,5010,4,4,4,444,3
13684.0,1,65.13,38,29,UNITED KINGDOM,65.13,2011-02-27,2011-02-27,0,5108,4,4,4,444,3
13685.0,4,20.92,28,26,UNITED KINGDOM,5.23,2011-12-06,2011-10-17,50,4826,1,4,4,144,5
13686.0,1,72.0,70,8,UNITED KINGDOM,72.0,2011-06-10,2011-06-10,0,5005,4,4,4,444,3
13689.0,1,15.0,12,1,UNITED KINGDOM,15.0,2011-10-07,2011-10-07,0,4886,3,4,4,344,5
13690.0,1,81.6,60,6,UNITED KINGDOM,81.6,2011-10-11,2011-10-11,0,4882,3,4,4,344,5
13692.0,2,464.64,792,31,UNITED KINGDOM,232.32,2011-11-15,2011-04-17,211,4847,2,4,2,242,5
13694.0,16,663.09,627,34,UNITED KINGDOM,41.44,2011-12-06,2010-12-16,354,4826,1,4,2,142,7
13695.0,13,1233.97,799,39,UNITED KINGDOM,94.92,2011-11-08,2011-03-25,228,4854,2,4,1,241,7
13697.0,1,151.3,177,12,UNITED KINGDOM,151.3,2011-11-01,2011-11-01,0,4861,2,4,4,244,5
13699.0,1,70.08,36,4,UNITED KINGDOM,70.08,2011-07-07,2011-07-07,0,4977,4,4,4,444,3
13700.0,10,1439.93,1532,136,UNITED KINGDOM,143.99,2011-11-13,2011-01-16,300,4849,2,4,1,241,0
13704.0,9,1738.6,1323,92,UNITED KINGDOM,193.18,2011-12-04,2011-09-12,83,4828,1,4,1,141,0
13705.0,3,433.38,318,23,UNITED KINGDOM,144.46,2011-12-02,2010-12-01,366,4830,1,4,2,142,5
13706.0,1,290.89,187,19,UNITED KINGDOM,290.89,2011-02-10,2011-02-10,0,5125,4,4,3,443,3
